Name,LongName,Link,Location,Date,Type,Category
WMDD,ACM Workshop on Multimodal Deception Detection,wmdd2015.html,Seattle,Nov-15,Workshop,LIT
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
